id,title,budget_clean,revenue_clean,roi
59981,Legends of Oz: Dorothy's Return,70000000,18662027,0.266600386
49948,Fantasia 2000,80000000,90874570,1.135932125
756,Fantasia,2280000,83320000,36.54385965
41513,The Smurfs,110000000,563749323,5.124993845
13053,Bolt,150000000,309979994,2.066533293
151960,Planes,50000000,219788712,4.39577424
342473,Ballerina,30000000,2351359,0.078378633
15512,Monsters vs Aliens,175000000,381509870,2.1800564
14175,Valiant,35000000,19478106,0.556517314
77951,Walking With Dinosaurs,80000000,126546518,1.581831475
33539,Once Upon a Forest,13000000,6582052,0.506311692
812,Aladdin,28000000,504050219,18.00179354
950,Ice Age: The Meltdown,80000000,660940780,8.26175975
9982,Chicken Little,150000000,314432665,2.096217767
109451,Cloudy with a Chance of Meatballs 2,78000000,248384621,3.184418218
11802,Space Chimps,37000000,63800345,1.724333649
14444,The Rugrats Movie,30000000,100491683,3.349722767
11544,Lilo & Stitch,80000000,145771527,1.822144088
10681,WALL·E,180000000,521311860,2.896177
36523,Felix The Cat: The Movie,9000000,1964253,0.218250333
10567,Dinosaur,127500000,354248063,2.77841618
15655,The Tigger Movie,30000000,45554533,1.518484433
38757,Tangled,260000000,591794936,2.276134369
62211,Monsters University,200000000,743559607,3.717798035
45772,Gnomeo & Juliet,36000000,189712432,5.269789778
77950,Turbo,135000000,282570682,2.093116163
12,Finding Nemo,94000000,940335536,10.00356953
11886,Robin Hood,15000000,32056467,2.1370978
9078,The Sword in the Stone,3000000,22182353,7.394117667
10895,Pinocchio,2600000,84300000,32.42307692
11360,Dumbo,812000,1600000,1.97044335
20352,Despicable Me,69000000,543513985,7.877014275
73723,The Lorax,70000000,348840316,4.983433086
328111,The Secret Life of Pets,75000000,875457937,11.67277249
51162,Winnie the Pooh,30000000,14460000,0.482
14836,Coraline,60000000,124596398,2.076606633
49444,Kung Fu Panda 2,150000000,665692281,4.43794854
12092,Alice in Wonderland,3000000,572000000,190.6666667
41216,Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,1.750917375
116711,Epic,100000000,268426634,2.68426634
269149,Zootopia,150000000,1023784195,6.825227967
72197,The Pirates! In an Adventure with Scientists!,60000000,118338361,1.972306017
313297,Kubo and the Two Strings,60000000,69929545,1.165492417
109445,Frozen,150000000,1274219009,8.494793393
172391,Khumba,20000000,27187375,1.35936875
12144,The Land Before Time,12300000,84460846,6.866735447
82703,Mr. Peabody & Sherman,145000000,272912430,1.88215469
39045,Pinocchio and the Emperor of the Night,8000000,3261638,0.40770475
54648,The Pebble and the Penguin,28000000,3983912,0.142282571
62177,Brave,185000000,538983207,2.913422741
228165,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,4.210730162
10137,Stuart Little,133000000,300135367,2.256656895
16220,Wizards,1200000,9000000,7.5
15035,Fire and Ice,1200000,760883,0.634069167
28032,Thumbelina,28000000,11373501,0.406196464
47288,The King and I,25000000,12000000,0.48
3170,Bambi,858000,267447150,311.709965
17979,A Christmas Carol,200000000,325233863,1.626169315
16577,Astro Boy,65000000,44091067,0.678324108
59387,The Powerpuff Girls Movie,10000000,11411644,1.1411644
38055,Megamind,130000000,321887208,2.476055446
116977,Foodfight!,65000000,73706,0.001133938
10555,Shark Tale,75000000,367275019,4.897000253
12222,Horton Hears a Who!,85000000,297138014,3.495741341
10112,The Aristocats,4000000,55675257,13.91881425
425,Ice Age,59000000,383257136,6.495883661
8355,Ice Age: Dawn of the Dinosaurs,90000000,886686817,9.852075744
14160,Up,175000000,735099082,4.200566183
5393,Happily N'Ever After,47000000,38085778,0.810335702
2062,Ratatouille,150000000,623722818,4.15815212
9297,Monster House,75000000,140175006,1.86900008
14248,Igor,25000000,30000000,1.2
76492,Hotel Transylvania,85000000,358375603,4.216183565
170687,The Boxtrolls,60000000,108255770,1.804262833
44896,Rango,135000000,245724603,1.820182244
62214,Frankenweenie,39000000,35287788,0.904815077
9907,Barnyard,51000000,72779000,1.427039216
7443,Chicken Run,45000000,224834564,4.996323644
40688,Meet the Deedles,24000000,4562146,0.190089417
10715,Looney Tunes: Back in Action,80000000,68514844,0.85643555
8920,Garfield,50000000,200804534,4.01609068
93456,Despicable Me 2,76000000,970761885,12.7731827
175574,Free Birds,55000000,110000000,2
65759,Happy Feet Two,130000000,150406466,1.156972815
22794,Cloudy with a Chance of Meatballs,100000000,242988466,2.42988466
11836,The SpongeBob SquarePants Movie,30000000,140161792,4.672059733
585,"Monsters, Inc.",115000000,562816256,4.8940544
9408,Surf's Up,85000000,149044513,1.753464859
862,Toy Story,30000000,373554033,12.4518011
1267,Meet the Robinsons,150000000,169332978,1.12888652
295693,The Boss Baby,125000000,498814908,3.990519264
35,The Simpsons Movie,75000000,527068851,7.02758468
863,Toy Story 2,90000000,497366869,5.526298544
10982,Hoodwinked!,15000000,51053787,3.4035858
12233,Oliver & Company,31000000,74151346,2.391978903
68179,Escape from Planet Earth,40000000,74597643,1.864941075
57800,Ice Age: Continental Drift,95000000,877244782,9.2341556
218836,Planes: Fire & Rescue,50000000,151165787,3.02331574
291270,Anomalisa,8000000,5659286,0.70741075
335797,Sing,75000000,632443719,8.43258292
2300,Space Jam,80000000,250200000,3.1275
9836,Happy Feet,100000000,384335608,3.84335608
3509,A Scanner Darkly,8700000,7659918,0.880450345
10957,The Black Cauldron,25000000,21288692,0.85154768
22586,The Swan Princess,35000000,9771658,0.279190229
227973,The Peanuts Movie,99000000,246233113,2.487203162
43839,Alexander's Ragtime Band,2000000,4000000,2
13763,Purple Rain,7200000,68392977,9.499024583
16323,The Rose,9250000,29174648,3.154016
88,Dirty Dancing,6000000,213954274,35.65904567
82695,Les Misérables,61000000,441809770,7.242783115
330947,Song to Song,10000000,443684,0.0443684
19610,A Star Is Born,6000000,161000000,26.83333333
14924,Sid & Nancy,4000000,2826523,0.70663075
68817,Footloose,24000000,63543328,2.647638667
5723,Once,160000,20710513,129.4407063
17450,Pennies from Heaven,22000000,9171289,0.416876773
52959,Star!,14320000,14000000,0.977653631
65203,The Broadway Melody,379000,4358000,11.49868074
27,9 Songs,1000000,1574623,1.574623
266639,Jem and the Holograms,5000000,2333684,0.4667368
109264,This Is Elvis,5000000,2028612,0.4057224
16769,Coal Miner's Daughter,15000000,67182787,4.478852467
11326,Tommy,5000000,34251525,6.850305
277216,Straight Outta Compton,28000000,201634991,7.201249679
786,Almost Famous,60000000,47383689,0.78972815
175541,Black Nativity,17500000,7018189,0.401039371
16620,La Bamba,6500000,54215416,8.340833231
3902,I'm Not There.,20000000,4001121,0.20005605
10537,The Doors,38000000,34416893,0.905707711
10560,Center Stage,18000000,17200925,0.955606944
1677,Ray,40000000,124731534,3.11828835
27586,The Runaways,10000000,2995811,0.2995811
1931,Stomp the Yard,13000000,75511123,5.808547923
66634,Dingo,200000,300000,1.5
297806,I Saw the Light,13000000,1646788,0.126676
86829,Inside Llewyn Davis,11000000,32935319,2.994119909
22971,Dear John,25000000,114977104,4.59908416
43306,A Guy Named Joe,2627000,5363000,2.041492196
770,Gone with the Wind,4000000,400176459,100.0441148
24420,The Time Traveler's Wife,39000000,101229792,2.595635692
13497,Drumline,20000000,57588485,2.87942425
9454,Ever After: A Cinderella Story,26000000,65705772,2.527145077
4380,Shall We Dance?,50000000,170128460,3.4025692
38731,An Unmarried Woman,2515000,24000000,9.542743539
113947,The Sessions,1000000,9138338,9.138338
216015,Fifty Shades of Grey,40000000,571006128,14.2751532
5852,Angel Eyes,53000000,29700000,0.560377358
152742,The Best Offer,13500000,19255873,1.426360963
301875,Equals,16000000,2084628,0.13028925
42188,Never Let Me Go,15000000,9455232,0.6303488
29146,Charly,950000,814666,0.857543158
77877,The Lucky One,25000000,99357138,3.97428552
47676,"Bodies, Rest & Motion",2500000,764083,0.3056332
294,Desert Hearts,350000,2400000,6.857142857
11086,The Majestic,72000000,37317558,0.518299417
214086,The Face of Love,4000000,350006,0.0875015
10862,Bounce,35000000,36779296,1.050837029
454,Romeo + Juliet,14500000,147298761,10.15853524
22556,The Yellow Handkerchief,15000000,317000,0.021133333
1921,Sweet November,40000000,65754228,1.6438557
345920,Collateral Beauty,36000000,87416021,2.428222806
26306,Prefontaine,8000000,589304,0.073663
1989,My Blueberry Nights,10000000,21786738,2.1786738
30237,Onegin,14000000,206128,0.014723429
33680,Grand Hotel,700000,2594000,3.705714286
10333,The Prince of Tides,30000000,74787599,2.492919967
688,The Bridges of Madison County,24000000,182016617,7.584025708
23830,Last Night,7000000,7644937,1.092133857
4348,Pride & Prejudice,28000000,121147947,4.326712393
25643,Love Happens,18000000,36133014,2.007389667
70881,Anna Karenina,1152000,1439000,1.249131944
6639,Love in the Time of Cholera,45000000,4607608,0.102391289
228205,The Longest Ride,34000000,63013281,1.853331794
15919,Marty,343000,3000000,8.746355685
12163,The Wrestler,6000000,44703995,7.450665833
453,A Beautiful Mind,60000000,313542341,5.225705683
47760,Restless,8000000,163265,0.020408125
94440,The Boost,8000000,784990,0.09812375
330483,The Choice,10000000,18730891,1.8730891
33364,A Patch of Blue,800000,6792000,8.49
451,Leaving Las Vegas,3600000,49800000,13.83333333
9700,The Lost City,9600000,4386236,0.456899583
24684,An Education,7500000,26096852,3.479580267
10362,Two Lovers,12000000,3148182,0.2623485
11034,The Great Gatsby,6500000,26533200,4.082030769
69404,Mugavari,500000,500000,1
47889,Ruby in Paradise,800000,1001437,1.25179625
9560,A Walk in the Clouds,20000000,50012507,2.50062535
341174,Fifty Shades Darker,55000000,378827494,6.887772618
28200,Sylvia,7000000,10000000,1.428571429
191550,Gaby: A True Story,5000000,125400,0.02508
60994,Guinevere,2600000,614202,0.236231538
49370,Perfect,19000000,12918858,0.679939895
239571,The Best of Me,26000000,35926213,1.381777423
339419,Loving,9000000,8996802,0.999644667
1713,Jungle Fever,14000000,32482682,2.320191571
84892,The Perks of Being a Wallflower,13000000,33400000,2.569230769
59210,The Mother,2500000,1062253,0.4249012
23169,Remember Me,16000000,56032889,3.502055563
37606,Valmont,33000000,1132112,0.034306424
23601,We Don't Live Here Anymore,3000000,2037545,0.679181667
11861,How To Make An American Quilt,10000000,23574130,2.357413
33667,Gentleman's Agreement,2000000,7800000,3.9
45272,Country Strong,15000000,20529194,1.368612933
1245,The Remains of the Day,11500000,23237911,2.020687913
1365,Monster's Ball,4000000,44909486,11.2273715
32456,Two Girls and a Guy,1000000,2057193,2.057193
2288,Closer,27000000,115505027,4.277963963
41233,Step Up 3D,30000000,159291809,5.309726967
296096,Me Before You,20000000,207945075,10.39725375
9769,Lolita,62000000,1060056,0.017097677
802,Lolita,2000000,9250000,4.625
46705,Blue Valentine,3500000,16566240,4.733211429
10647,Pay It Forward,40000000,55707411,1.392685275
42297,Burlesque,55000000,89519773,1.627632236
10696,Glitter,22000000,5271666,0.239621182
12618,Random Hearts,64000000,74608570,1.165758906
10712,Far from Heaven,13500000,29027914,2.150215852
4148,Revolutionary Road,35000000,75225693,2.149305514
250124,The Diary of a Teenage Girl,2000000,1477002,0.738501
60420,Like Crazy,250000,3542353,14.169412
261,Cat on a Hot Tin Roof,3000000,17570324,5.856774667
64682,The Great Gatsby,105000000,351040419,3.343242086
36094,Stanley & Iris,23000000,5820015,0.25304413
15728,Boy Culture,500000,220151,0.440302
50512,Anna Karenina,35000000,791830,0.022623714
15624,Conversations with Other Women,450000,973525,2.163388889
87729,Jefferson in Paris,14000000,2474000,0.176714286
6023,P.S. I Love You,30000000,156835339,5.227844633
292431,Love,3000000,249083,0.083027667
36046,The Work and the Glory,7500000,3347647,0.446352933
167073,Brooklyn,11000000,62076141,5.643285545
4584,Sense and Sensibility,16500000,135000000,8.181818182
547,The Horse Whisperer,60000000,186883563,3.11472605
47359,Racing with the Moon,9000000,6045657,0.671739667
51515,At Play in the Fields of the Lord,36000000,1345903,0.037386194
118289,Diana,15000000,21766271,1.451084733
28284,Parrish,1500000,4200000,2.8
226857,Endless Love,20000000,34077920,1.703896
53049,Claire of the Moon,130000,799674,6.151338462
4629,December Boys,4000000,46474,0.0116185
41823,Mo' Better Blues,10000000,16153593,1.6153593
22947,Up in the Air,25000000,163670000,6.5468
2998,Zabriskie Point,7000000,1000000,0.142857143
9364,Wuthering Heights,8000000,100915,0.012614375
119675,Behind the Candelabra,23000000,15600000,0.67826087
51828,One Day,15000000,59389433,3.959295533
65212,The Silver Chalice,4500000,3200000,0.711111111
142,Brokeback Mountain,14000000,178043761,12.7174115
72570,The Vow,30000000,196114570,6.537152333
37722,Waking the Dead,8500000,327418,0.038519765
859,Dangerous Liaisons,14000000,34670720,2.47648
46717,Intersection,45000000,21355893,0.4745754
10229,A Walk to Remember,11000000,41227069,3.747915364
10068,Nine 1/2 Weeks,17000000,6735922,0.396230706
1443,The Virgin Suicides,6000000,10409377,1.734896167
29993,Samson and Delilah,3000000,11500000,3.833333333
1833,Rent,40000000,31670620,0.7917655
11113,My Fair Lady,17000000,72070731,4.239454765
1788,Footloose,8200000,80035402,9.760414878
17917,Oliver!,10000000,37402877,3.7402877
9816,Save the Last Dance,13000000,91038276,7.002944308
13967,Miss Potter,30000000,35078241,1.1692747
68430,Paradise,34000000,18634643,0.548077735
34584,The NeverEnding Story,27000000,20158808,0.746622519
1585,It's a Wonderful Life,3180000,9644124,3.032743396
4978,An American Tail,9000000,84542002,9.393555778
404378,A Street Cat Named Bob,8000000,82703,0.010337875
65157,Cheetah,5000000,8153677,1.6307354
19183,The Derby Stallion,750000,4000000,5.333333333
43937,Like Dandelion Dust,2500000,352810,0.141124
62837,Dolphin Tale,37000000,95404397,2.578497216
56601,The Perfect Game,12500000,3878993,0.31031944
54807,Mickey,6000000,293793,0.0489655
24618,Bee Season,14000000,6856989,0.489784929
5693,Hoosiers,9000000,28607524,3.178613778
15487,The Greatest Game Ever Played,25000000,15431177,0.61724708
14635,The Rookie,20000000,75597042,3.7798521
22267,Ride with the Devil,38000000,635096,0.016713053
8988,Stop-Loss,25000000,11207130,0.4482852
10178,The Caine Mutiny,2000000,21750000,10.875
293767,Billy Lynn's Long Halftime Walk,40000000,30930984,0.7732746
283587,Beasts of No Nation,6000000,9077700,1.51295
21905,Shabd,2500000,3100000,1.24
14689,Hawaii,15000000,34562222,2.304148133
12707,Orca: The Killer Whale,6000000,14717854,2.452975667
44264,True Grit,38000000,252276927,6.6388665
10669,Deliverance,2000000,46122355,23.0611775
1381,The Fountain,35000000,15304890,0.437282571
86834,Noah,125000000,362637473,2.901099784
9294,Phenomenon,32000000,152036382,4.751136938
12159,What Dreams May Come,85000000,71485043,0.841000506
38117,Beastly,17000000,43165571,2.539151235
428449,A Ghost Story,100000,15584255,155.84255
283366,Miss Peregrine's Home for Peculiar Children,110000000,296485719,2.695324718
9100,The Craft,15000000,24769466,1.651297733
985,Eraserhead,10000,7000000,700
43228,I Was a Teenage Werewolf,82000,2000000,24.3902439
9616,The Order,35000000,11560806,0.330308743
11979,Queen of the Damned,35000000,45479110,1.299403143
6435,Practical Magic,75000000,46683377,0.622445027
2668,Sleepy Hollow,100000000,206071502,2.06071502
102780,Byzantium,10000000,89237,0.0089237
157834,The Zero Theorem,8500000,770706,0.090671294
137321,Winter's Tale,60000000,30800231,0.513337183
8967,The Tree of Life,32000000,54674226,1.708569563
345938,The Shack,20000000,57330873,2.86654365
84175,Beasts of the Southern Wild,1800000,21107746,11.72652556
1024,Heavenly Creatures,5000000,3049135,0.609827
258230,A Monster Calls,43000000,46652768,1.084948093
11497,All Dogs Go to Heaven,13800000,27100027,1.963770072
13885,Sweeney Todd: The Demon Barber of Fleet Street,50000000,152000000,3.04
52015,Stake Land,650000,33245,0.051146154
6479,I Am Legend,150000000,585349010,3.902326733
11249,Seed of Chucky,12000000,24829644,2.069137
10894,May,500000,150277,0.300554
9095,Mary Reilly,47000000,12379402,0.263391532
