id, budget ,genres,genre_1,genre_2,genre_3,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_month,release_year,release_date, revenue ,runtime_minutes,spoken_languages,count_spoken_language,status,tagline,title,vote_average,vote_count,,
25132," $40,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Comedy,Family,,tt1100119,en,Shorts,4.02,"[{'name': 'Warner Bros. Pictures', 'id': 174}]","[{'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2009,8/21/2009," $28,972,508.00 ",89,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Not So TALL Tales From The Director Of 'Spy Kids',Shorts,5.1,46,,
28355," $27,000,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Horror,Mystery,Thriller,tt0795351,en,Case 39,9.64,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Case 39 Productions', 'id': 11582}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2009,8/13/2009," $29,000,000.00 ",109,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Some cases should  never be opened.,Case 39,6.1,580,,
8970," $75,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0129280,en,The Out-of-Towners,9.02,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cherry Alley Productions', 'id': 2232}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",April,1999,4/2/1999," $29,000,000.00 ",90,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,5.1,46,,
85435," $12,468,389.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt1640711,en,A Few Best Men,6.12,"[{'name': 'Parabolic Pictures', 'id': 1012}, {'name': 'Stable Way Entertainment', 'id': 1013}, {'name': 'Quickfire Films', 'id': 4186}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Screen NSW', 'id': 10951}, {'name': 'Ingenious Broadcasting', 'id': 18942}, {'name': 'Unthank Films', 'id': 18987}, {'name': 'Story Bridge Films', 'id': 18988}, {'name': 'Auburn Entertainment', 'id': 18989}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",October,2011,10/14/2011," $29,007,412.00 ",97,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,,A Few Best Men,5.9,137,,
14536," $8,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt1095174,en,New in Town,12.36,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Edmonds Entertainment Group (EEG)', 'id': 2923}, {'name': 'Epidemic Pictures', 'id': 2924}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Gold Circle Films', 'id': 12026}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",January,2009,1/30/2009," $29,010,817.00 ",97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",2,Released,She's an executive on the move. But her career is taking her a little farther than she expected.,New in Town,5.2,99,,
10712," $13,500,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Drama,Romance,,tt0297884,en,Far from Heaven,10.11,"[{'name': 'Clear Blue Sky Productions', 'id': 7449}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2002,9/1/2002," $29,027,914.00 ",107,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,It's time to stop hiding from the truth.,Far from Heaven,6.9,145,,
25188," $1,300,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt0067328,en,The Last Picture Show,5.96,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'BBS Productions', 'id': 15266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1971,10/3/1971," $29,133,000.00 ",118,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"Anarene, Texas, 1951. Nothing much has changed...",The Last Picture Show,7.6,133,,
11052," $20,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",Adventure,Fantasy,Animation,tt0403703,en,Yu-Gi-Oh! The Movie,5.95,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Shueisha', 'id': 2918}, {'name': 'TV Tokyo', 'id': 3034}, {'name': '4 Kids Entertainment', 'id': 3035}, {'name': 'Konami Digital Entertainment', 'id': 22797}, {'name': 'Studio Gallop', 'id': 50879}, {'name': 'Konami', 'id': 55914}, {'name': ""Kids' WB"", 'id': 89163}, {'name': 'Nihon Ad Systems (NAS)', 'id': 89166}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2004,8/13/2004," $29,170,410.00 ",90,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Everything else was just practice!,Yu-Gi-Oh! The Movie,5.4,71,,
16323," $9,250,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Drama,Music,Romance,tt0079826,en,The Rose,2.13,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,1979,11/7/1979," $29,174,648.00 ",125,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"She gave and gave, until she had nothing left to give",The Rose,6.8,28,,
378," $6,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Comedy,Crime,,tt0093822,en,Raising Arizona,14.01,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Circle Films', 'id': 11273}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1987,3/1/1987," $29,180,280.00 ",94,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Their lawless years are behind them. Their child-rearing years lay ahead...,Raising Arizona,7.2,548,,
213681," $25,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Action,Comedy,Crime,tt2461150,en,Masterminds,9.43,"[{'name': 'Broadway Video', 'id': 1756}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Surefire Entertainment Capital', 'id': 34594}, {'name': 'Michaels-Goldwyn', 'id': 58553}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'PR', 'name': 'Puerto Rico'}]",September,2016,9/29/2016," $29,200,000.00 ",94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",2,Released,What Would You Do With $17 Million?,Masterminds,5.6,600,,
9452," $30,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt0118798,en,Bulworth,3.39,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",May,1998,5/15/1998," $29,202,884.00 ",108,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Brace yourself. This politician is about to tell the truth!,Bulworth,6.3,66,,
340666," $22,500,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Drama,Thriller,,tt4550098,en,Nocturnal Animals,18.91,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Artina Films', 'id': 2394}, {'name': 'Fade to Black Productions', 'id': 9351}, {'name': 'Focus Features', 'id': 10146}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,2016,11/4/2016," $29,252,978.00 ",116,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,When you love someone you can't just throw it away,Nocturnal Animals,7.2,1990,,
11132," $15,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0361467,en,Confessions of a Teenage Drama Queen,7.42,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",February,2004,2/17/2004," $29,331,068.00 ",89,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,She's making a scene over everything.,Confessions of a Teenage Drama Queen,5.1,228,,
10779," $30,000,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",Horror,Comedy,,tt0116365,en,The Frighteners,12.09,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",July,1996,7/18/1996," $29,359,216.00 ",110,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,No Rest for the Wicked.,The Frighteners,6.7,413,,
16161," $16,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Crime,Drama,Romance,tt0255819,en,Baby Boy,9.50,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'New Deal Productions', 'id': 1947}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,2001,6/27/2001," $29,381,649.00 ",130,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Just a Baby Boy.,Baby Boy,7.3,57,,
26352," $10,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",Action,Comedy,Crime,tt0110399,en,A Low Down Dirty Shame,3.02,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,1994,11/23/1994," $29,392,418.00 ",100,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,He's armed and dangerously funny.,A Low Down Dirty Shame,6,31,,
764," $350,000.00 ","[{'id': 27, 'name': 'Horror'}]",Horror,,,tt0083907,en,The Evil Dead,10.42,"[{'name': 'Renaissance Pictures', 'id': 467}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1981,10/15/1981," $29,400,000.00 ",85,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The Ultimate Experience In Grueling Terror,The Evil Dead,7.3,913,,
5955," $35,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Crime,Drama,Mystery,tt0237572,en,The Pledge,12.81,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'Clyde Is Hungry Films', 'id': 12263}, {'name': 'Pledge Productions', 'id': 12264}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",January,2001,1/9/2001," $29,400,000.00 ",123,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,,The Pledge,6.6,221,,
15301," $10,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Drama,Fantasy,Horror,tt0086491,en,Twilight Zone: The Movie,5.84,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,1983,6/24/1983," $29,450,919.00 ",101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",4,Released,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!",Twilight Zone: The Movie,6.2,164,,
10523," $25,100,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Drama,History,,tt1175491,en,W.,8.94,"[{'name': 'Ixtlan Productions', 'id': 525}, {'name': 'Emperor Motion Pictures', 'id': 2726}, {'name': 'Global Entertainment Group', 'id': 2727}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2008,10/17/2008," $29,506,464.00 ",131,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,A life misunderestimated.,W.,6,144,,
26390," $17,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Crime,Drama,Thriller,tt1210042,en,Brooklyn's Finest,12.50,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Langley Productions', 'id': 2435}, {'name': 'Thunder Road Productions', 'id': 4654}, {'name': 'Fuqua Films', 'id': 8151}, {'name': 'Millennium Films', 'id': 10254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",January,2009,1/16/2009," $29,536,299.00 ",133,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,This is War. This is Brooklyn.,Brooklyn's Finest,6.2,296,,
6973," $23,000,000.00 ","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",History,Drama,Thriller,tt0478134,en,In the Valley of Elah,9.60,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Blackfriars Bridge Films', 'id': 2087}, {'name': 'NALA Films', 'id': 2088}, {'name': 'Samuels Media', 'id': 2089}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2007,8/31/2007," $29,541,790.00 ",124,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Sometimes finding the truth is easier than facing it.,In the Valley of Elah,6.6,265,,
11165," $25,485,000.00 ","[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",History,Action,Drama,tt0066473,en,Tora! Tora! Tora!,7.26,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",January,1970,1/26/1970," $29,548,291.00 ",144,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",2,Released,The incredible attack on Pearl Harbor.,Tora! Tora! Tora!,6.9,150,,
70436," $26,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",Crime,Thriller,Mystery,tt1486192,en,The Raven,7.25,"[{'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",March,2012,3/9/2012," $29,657,751.00 ",111,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,The only one who can stop a serial killer is the man who inspired him.,The Raven,6.1,432,,
5852," $53,000,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Drama,Romance,Thriller,tt0225071,en,Angel Eyes,5.40,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'The Canton Company', 'id': 22351}, {'name': 'AE Two Film Productions', 'id': 89132}, {'name': 'Angel Eyes Productions', 'id': 89133}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",May,2001,5/15/2001," $29,700,000.00 ",102,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"The deeper you look, the more you will find.",Angel Eyes,5.5,91,,
11307," $17,000,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0084917,en,The World According to Garp,5.04,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Pan Arts', 'id': 8792}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,1982,8/13/1982," $29,712,172.00 ",136,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Robin Williams is Garp. He's got a funny way of looking at life.,The World According to Garp,6.9,87,,
9824," $68,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",Adventure,Fantasy,Action,tt0132347,en,Mystery Men,10.47,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Golar Productions', 'id': 2484}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,1999,8/6/1999," $29,762,011.00 ",121,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"We're not your classic heroes, we're the other guys.",Mystery Men,5.7,255,,
249660," $17,000,000.00 ","[{'id': 18, 'name': 'Drama'}]",Drama,,,tt2528814,en,God's Not Dead,6.10,"[{'name': 'Pure Flix Entertainment', 'id': 6427}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,2014,3/21/2014," $29,789,000.00 ",113,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,What do you believe?,God's Not Dead,5.9,242,,
9040," $3,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Crime,Drama,History,tt0070666,en,Serpico,12.84,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'De Laurentiis Entertainment Group', 'id': 499}, {'name': 'Artists Entertainment Complex', 'id': 612}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",December,1973,12/5/1973," $29,800,000.00 ",129,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",3,Released,Many of his fellow officers considered him the most dangerous man alive - An honest cop.,Serpico,7.5,429,,
10948," $12,000,000.00 ","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Adventure,Animation,Drama,tt0082406,en,The Fox and the Hound,10.20,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",July,1981,7/10/1981," $29,800,000.00 ",82,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,A story of two friends who didn't know they were supposed to be enemies.,The Fox and the Hound,7,884,,
9093," $35,000,000.00 ","[{'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",War,Adventure,Drama,tt0240510,en,The Four Feathers,6.89,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Miramax Films', 'id': 14}, {'name': 'Marty Katz Productions', 'id': 12552}, {'name': 'Jaffilms Inc.', 'id': 14160}, {'name': 'Dune Films', 'id': 19477}, {'name': 'Belhaven Limited', 'id': 36612}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",September,2002,9/8/2002," $29,882,645.00 ",132,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"Freedom. Country. Honor. Passion. To save his best friend, one man must risk everything he loves.",The Four Feathers,6.5,164,,
9682," $38,000,000.00 ","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Horror,Thriller,,tt0454919,en,Pulse,10.31,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",August,2006,8/11/2006," $29,907,685.00 ",90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",2,Released,You are now infected.,Pulse,5,154,,
19507," $8,500,000.00 ","[{'id': 35, 'name': 'Comedy'}]",Comedy,,,tt0082801,en,Neighbors,3.95,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",December,1981,12/18/1981," $29,916,207.00 ",94,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Lock the doors... here come the Neighbors,Neighbors,5.2,33,,
331313," $40,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Action,Comedy,,tt2387499,en,Keeping Up with the Joneses,9.49,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,2016,10/20/2016," $29,918,745.00 ",105,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'en', 'name': 'English'}]",2,Released,They lived a normal life... Until the Joneses moved in.,Keeping Up with the Joneses,5.9,608,,
25195," $19,000,000.00 ","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Romance,Comedy,,tt1216492,en,Leap Year,7.43,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Octagon Films', 'id': 1266}, {'name': 'BenderSpink', 'id': 6363}, {'name': 'Birnbaum / Barber Productions', 'id': 58262}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",January,2010,1/8/2010," $29,922,472.00 ",100,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,6.5,474,,
10338," $5,600,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Action,Adventure,Comedy,tt0059797,en,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5.19,"[{'name': 'Twentieth Century-Fox Productions', 'id': 11865}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",June,1965,6/3/1965," $29,950,000.00 ",138,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}]",5,Released,or How I Flew from London to Paris in 25 hours 11 minutes,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6.4,40,,
10014," $3,000,000.00 ","[{'id': 27, 'name': 'Horror'}]",Horror,,,tt0089686,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,8.67,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1985,10/31/1985," $29,999,213.00 ",87,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,367,,
10331," $114,000.00 ","[{'id': 27, 'name': 'Horror'}]",Horror,,,tt0063350,en,Night of the Living Dead,14.38,"[{'name': 'Laurel Group', 'id': 638}, {'name': 'Off Color Films', 'id': 3139}, {'name': 'Image Ten', 'id': 14121}, {'name': 'Market Square Productions', 'id': 14122}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",October,1968,10/1/1968," $30,000,000.00 ",96,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,"If it doesn't scare you, you're already dead!",Night of the Living Dead,7.5,591,,
26520," $2,000,000.00 ","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Comedy,Drama,,tt0064100,en,Bob & Carol & Ted & Alice,1.81,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Frankovich Productions', 'id': 2102}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",September,1969,9/17/1969," $30,000,000.00 ",101,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,Consider the Possibilities,Bob & Carol & Ted & Alice,6.2,20,,
829," $6,000,000.00 ","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Crime,Drama,Mystery,tt0071315,en,Chinatown,12.29,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Penthouse', 'id': 6226}, {'name': 'Long Road Productions', 'id': 10208}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",June,1974,6/20/1974," $30,000,000.00 ",130,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",3,Released,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,Chinatown,7.9,939,,
7227," $6,000,000.00 ","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Action,Adventure,Drama,tt0075648,en,Airport '77,9.39,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",March,1977,3/11/1977," $30,000,000.00 ",114,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",2,Released,"Flight 23 has crashed in the Bermuda Triangle... passengers still alive, trapped underwater...",Airport '77,5.8,69,,
11620," $8,250,000.00 ","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",Drama,History,Romance,tt0043949,en,Quo Vadis,11.84,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",November,1951,11/8/1951," $30,000,000.00 ",171,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,Quo Vadis,7,64,,
14248," $25,000,000.00 ","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Animation,Comedy,Family,tt0465502,en,Igor,9.37,"[{'name': 'Exodus Film Group', 'id': 2879}, {'name': 'Exodus Productions', 'id': 10173}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",September,2008,9/19/2008," $30,000,000.00 ",87,"[{'iso_639_1': 'en', 'name': 'English'}]",1,Released,All men aren't created Evil.,Igor,5.6,154,,
